1,1,685.71,900000,0.03,0,0
2,2,0,900000,0.625,0,0
3,3,0.01,487.60,0,0,0
4,3,487.61,642.85,0.1,487.60,17.48
5,3,642.86,915.81,0.1,642.85,32.70
6,3,915.82,2058.67,0.2,915.81,60
7,3,2058.68,900000,0.3,2058.67,288.57
8,4,0,900000,0.13,0,0
9,5,0,900000,0.01,0,0
